Name,Package URL,Github,Downloads
brace-expansion,https://www.npmjs.com/package/brace-expansion,https://github.com/juliangruber/brace-expansion,0.6670521999613319
dayjs,https://www.npmjs.com/package/dayjs,https://github.com/iamkun/dayjs,0.6655041833217141
socket.io,https://www.npmjs.com/package/socket.io,https://github.com/socketio/socket.io,0.66519123027311
slash,https://www.npmjs.com/package/slash,https://github.com/sindresorhus/slash,0.6651080473289593
nopt,https://www.npmjs.com/package/nopt,https://github.com/npm/nopt,0.6648558862711472
base64-js,https://www.npmjs.com/package/base64-js,https://github.com/beatgammit/base64-js,0.664779172854957
got,https://www.npmjs.com/package/got,https://github.com/sindresorhus/got,0.6646331743262928
expect,https://www.npmjs.com/package/expect,https://github.com/jestjs/jest,0.6645273997392811
express-session,https://www.npmjs.com/package/express-session,https://github.com/expressjs/session,0.6645099893169399
punycode,https://www.npmjs.com/package/punycode,https://github.com/mathiasbynens/punycode.js,0.6644208509847241
jsonfile,https://www.npmjs.com/package/jsonfile,https://github.com/jprichardson/node-jsonfile,0.6621007470857354
nodemailer,https://www.npmjs.com/package/nodemailer,https://github.com/nodemailer/nodemailer,0.6614785420881658
escodegen,https://www.npmjs.com/package/escodegen,https://github.com/estools/escodegen,0.6611049726163427
fast-glob,https://www.npmjs.com/package/fast-glob,https://github.com/mrmlnc/fast-glob,0.6607493070372001
raw-body,https://www.npmjs.com/package/raw-body,https://github.com/stream-utils/raw-body,0.6605717906456496
resolve-from,https://www.npmjs.com/package/resolve-from,https://github.com/sindresorhus/resolve-from,0.6605451974886761
yallist,https://www.npmjs.com/package/yallist,https://github.com/isaacs/yallist,0.659411471475287
style-loader,https://www.npmjs.com/package/style-loader,https://github.com/webpack-contrib/style-loader,0.6584692044885371
get-stream,https://www.npmjs.com/package/get-stream,https://github.com/sindresorhus/get-stream,0.6584524673262335
webpack-merge,https://www.npmjs.com/package/webpack-merge,https://github.com/survivejs/webpack-merge,0.6584116508544985
isarray,https://www.npmjs.com/package/isarray,https://github.com/juliangruber/isarray,0.6583108713386436
pretty-format,https://www.npmjs.com/package/pretty-format,https://github.com/jestjs/jest,0.6576727251096716
helmet,https://www.npmjs.com/package/helmet,https://github.com/helmetjs/helmet,0.6574251982959648
make-dir,https://www.npmjs.com/package/make-dir,https://github.com/sindresorhus/make-dir,0.6573436782065978
deep-equal,https://www.npmjs.com/package/deep-equal,https://github.com/inspect-js/node-deep-equal,0.6572231591248733
eslint-config-prettier,https://www.npmjs.com/package/eslint-config-prettier,https://github.com/prettier/eslint-config-prettier,0.6570527506662946
protobufjs,https://www.npmjs.com/package/protobufjs,https://github.com/protobufjs/protobuf.js,0.656188027295081
del,https://www.npmjs.com/package/del,https://github.com/sindresorhus/del,0.6558912094273083
sinon,https://www.npmjs.com/package/sinon,https://github.com/sinonjs/sinon,0.655318301488772
ignore,https://www.npmjs.com/package/ignore,https://github.com/kaelzhang/node-ignore,0.6543505522307844
superagent,https://www.npmjs.com/package/superagent,https://github.com/ladjs/superagent,0.6537689013528009
util,https://www.npmjs.com/package/util,https://github.com/browserify/node-util,0.6534377096915445
gulp,https://www.npmjs.com/package/gulp,https://github.com/gulpjs/gulp,0.6533019414243026
jsesc,https://www.npmjs.com/package/jsesc,https://github.com/mathiasbynens/jsesc,0.653095808151134
globby,https://www.npmjs.com/package/globby,https://github.com/sindresorhus/globby,0.652758154453785
react-transition-group,https://www.npmjs.com/package/react-transition-group,https://github.com/reactjs/react-transition-group,0.652730157332753
type-fest,https://www.npmjs.com/package/type-fest,https://github.com/sindresorhus/type-fest,0.6524037995439642
webpack-dev-server,https://www.npmjs.com/package/webpack-dev-server,https://github.com/webpack/webpack-dev-server,0.6517950817790814
color-name,https://www.npmjs.com/package/color-name,https://github.com/colorjs/color-name,0.6502090115769343
entities,https://www.npmjs.com/package/entities,https://github.com/fb55/entities,0.6500964892524096
moment-timezone,https://www.npmjs.com/package/moment-timezone,https://github.com/moment/moment-timezone,0.6496659917030576
react-is,https://www.npmjs.com/package/react-is,https://github.com/facebook/react,0.6486614713069232
prompts,https://www.npmjs.com/package/prompts,https://github.com/terkelg/prompts,0.6485488657811508
string-width,https://www.npmjs.com/package/string-width,https://github.com/sindresorhus/string-width,0.6481487703575152
is-number,https://www.npmjs.com/package/is-number,https://github.com/jonschlinkert/is-number,0.6477548420505457
on-finished,https://www.npmjs.com/package/on-finished,https://github.com/jshttp/on-finished,0.6477157195031548
babel-jest,https://www.npmjs.com/package/babel-jest,https://github.com/jestjs/jest,0.6474552624876855
connect,https://www.npmjs.com/package/connect,https://github.com/senchalabs/connect,0.6471024089342945
is-stream,https://www.npmjs.com/package/is-stream,https://github.com/sindresorhus/is-stream,0.6466940906145415
lodash.merge,https://www.npmjs.com/package/lodash.merge,https://github.com/lodash/lodash,0.645323912840469
pako,https://www.npmjs.com/package/pako,https://github.com/nodeca/pako,0.6451857970326617
archiver,https://www.npmjs.com/package/archiver,https://github.com/archiverjs/node-archiver,0.6451843923068928
fast-deep-equal,https://www.npmjs.com/package/fast-deep-equal,https://github.com/epoberezkin/fast-deep-equal,0.6446496966878185
signal-exit,https://www.npmjs.com/package/signal-exit,https://github.com/tapjs/signal-exit,0.6445047575088741
reflect-metadata,https://www.npmjs.com/package/reflect-metadata,https://github.com/rbuckton/reflect-metadata,0.6441675244925267
anymatch,https://www.npmjs.com/package/anymatch,https://github.com/micromatch/anymatch,0.6425687155957287
markdown-it,https://www.npmjs.com/package/markdown-it,https://github.com/markdown-it/markdown-it,0.6401429508092071
invariant,https://www.npmjs.com/package/invariant,https://github.com/zertosh/invariant,0.6399996243569472
less,https://www.npmjs.com/package/less,https://github.com/less/less.js,0.6394740901084569
bl,https://www.npmjs.com/package/bl,https://github.com/rvagg/bl,0.638632849215329
string_decoder,https://www.npmjs.com/package/string_decoder,https://github.com/nodejs/string_decoder,0.6385170447439859
npmlog,https://www.npmjs.com/package/npmlog,https://github.com/npm/npmlog,0.6381385070345148
emoji-regex,https://www.npmjs.com/package/emoji-regex,https://github.com/mathiasbynens/emoji-regex,0.6369906624223698
has,https://www.npmjs.com/package/has,https://github.com/tarruda/has,0.6367548894727163
tough-cookie,https://www.npmjs.com/package/tough-cookie,https://github.com/salesforce/tough-cookie,0.6357598149031626
husky,https://www.npmjs.com/package/husky,https://github.com/typicode/husky,0.63566967335873
inherits,https://www.npmjs.com/package/inherits,https://github.com/isaacs/inherits,0.6352576695053836
dateformat,https://www.npmjs.com/package/dateformat,https://github.com/felixge/node-dateformat,0.634430108688387
